COUNTY,BEACH_OR_CITY_NAME,ACCESS_NAME,LOCATION_ADDRESS,ACCESS_SIGN,ENTRANCE_FEE,ENTRANCE_FEE_AMOUNT,PARKING_FEE,PARKING_FEE_AMOUNT,REGULAR_PARKING,NUMBER_OF_SPACES,ADA_PARKING,ADA_SPACES,LIFEGUARD,RESTROOM,SHOWER,ADA_ACCESSIBLE,BOARDWALK_TRAIL,SITE_ID,ACCESS_STATUS,BEACH_NAME_AND_COUNTY,FULL_ACCESS_NAME,LAT_LON_COORDS
Bay,"Panama City Beach, Laguna Beach",San Souci Boulevard,S San Souci Blvd & Front Beach Road,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL792,Full Access,"Panama City Beach, Laguna Beach Bay County","Panama City Beach, Laguna Beach Bay County San Souci Boulevard S San Souci Blvd & Front Beach Road","30.23398536, -85.91349648"
Bay,Mexico Beach,16th Street,16th Street & US 98,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL901,Full Access,Mexico Beach Bay County,Mexico Beach Bay County 16th Street 16th Street & US 98,"29.940748, -85.408064"
Franklin,St. George Island,6th Street East,6th Street East & E Gorrie Drive,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL604,Full Access,St. George Island Franklin County,St. George Island Franklin County 6th Street East 6th Street East & E Gorrie Drive,"29.667016, -84.850198"
Bay,Inlet Beach,Camp Helen State Park,250 ft west end of Powell Lake bridge; south of US 98; 23937 Panama City Beach Parkway,No,Yes,4.0,No,4.0,Yes,50,No,0.0,No,Yes,No,Yes,No,FL774,Full Access With Parking,Inlet Beach Bay County,Inlet Beach Bay County Camp Helen State Park 250 ft west end of Powell Lake bridge; south of US 98; 23937 Panama City Beach Parkway,"30.275279, -85.990488"
Sarasota,Siesta Key,Turtle Beach,8672 Turtle Beach Rd.,Yes,No,0.0,No,0.0,Yes,261,Yes,1.0,No,Yes,Yes,Yes,Yes,FL70,Full Access With Parking,Siesta Key Sarasota County,Siesta Key Sarasota County Turtle Beach 8672 Turtle Beach Rd.,"27.21944953, -82.51709335"
Pinellas,St. Pete Beach,28th Avenue,"28th Avenue,west of Pass a Grille Way",No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL193,Full Access,St. Pete Beach Pinellas County,"St. Pete Beach Pinellas County 28th Avenue 28th Avenue,west of Pass a Grille Way","27.70218333, -82.73715278"
Pinellas,St. Pete Beach,29th Avenue,"29th Avenue, West of Pass a Grille Way",No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL194,Full Access,St. Pete Beach Pinellas County,"St. Pete Beach Pinellas County 29th Avenue 29th Avenue, West of Pass a Grille Way","27.70356667, -82.73715556"
Pinellas,Sunset Beach,Sunset Beach Park,between 81st and 82nd Ave. & w Gulf Blvd.,Yes,No,0.0,Yes,0.0,Yes,34,Yes,2.0,No,No,No,Yes,Yes,FL229,Full Access With Parking,Sunset Beach Pinellas County,Sunset Beach Pinellas County Sunset Beach Park between 81st and 82nd Ave. & w Gulf Blvd.,"27.745121, -82.760001"
Pinellas,Sunset Beach,Treasure Island Park,between 79th Ave. and 77th Ave. on W Gulf Blvd.,Yes,No,0.0,Yes,0.0,Yes,53,Yes,4.0,No,Yes,Yes,No,Yes,FL227,Full Access With Parking,Sunset Beach Pinellas County,Sunset Beach Pinellas County Treasure Island Park between 79th Ave. and 77th Ave. on W Gulf Blvd.,"27.743446, -82.758848"
Pinellas,Clearwater Beach,Juniper Street,"Juniper Way, W of Eldorado Ave",Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL155,Full Access,Clearwater Beach Pinellas County,"Clearwater Beach Pinellas County Juniper Street Juniper Way, W of Eldorado Ave","28.000957, -82.827161"
Pinellas,St. Pete Beach,Pass-a-Grille Beach,W of Gulf Way; S of 22nd Ave. through 1st  Ave.,Yes,No,0.0,No,0.0,Yes,826,Yes,9.0,No,Yes,Yes,Yes,Yes,FL189,Full Access With Parking,St. Pete Beach Pinellas County,St. Pete Beach Pinellas County Pass-a-Grille Beach W of Gulf Way; S of 22nd Ave. through 1st  Ave.,"27.689324, -82.737939"
Pinellas,St. Pete Beach,23rd Avenue,"23rd Avenue, west of Pass a Grille Way",No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,Yes,Yes,FL190,Full Access,St. Pete Beach Pinellas County,"St. Pete Beach Pinellas County 23rd Avenue 23rd Avenue, west of Pass a Grille Way","27.69856667, -82.73695556"
Nassau,Fernandina Beach,38,S Fletcher Ave.  & Osceola,Yes,No,0.0,No,0.0,Yes,8,No,0.0,No,No,No,No,Yes,FL966,Full Access,Fernandina Beach Nassau County,Fernandina Beach Nassau County 38 S Fletcher Ave.  & Osceola,"30.61296972, -81.44207634"
Nassau,Fernandina Beach,37,S Fletcher Ave. & Alachua Ave.,Yes,No,0.0,No,0.0,Yes,11,Yes,1.0,No,No,No,Yes,Yes,FL965,Full Access With Parking,Fernandina Beach Nassau County,Fernandina Beach Nassau County 37 S Fletcher Ave. & Alachua Ave.,"30.61416922, -81.44182923"
Pinellas,Redington Shores,Redington Shores County Park,on Gulf Blvd. (between 182nd Ave. and 181st Ave.),Yes,No,0.0,Yes,0.0,Yes,170,Yes,7.0,No,Yes,Yes,Yes,Yes,FL144,Full Access With Parking,Redington Shores Pinellas County,Redington Shores Pinellas County Redington Shores County Park on Gulf Blvd. (between 182nd Ave. and 181st Ave.),"27.832885, -82.833707"
Pinellas,Redington Shores,183rd Avenue W,183rd Avenue W & Sunsent Blvd.,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL143,Full Access,Redington Shores Pinellas County,Redington Shores Pinellas County 183rd Avenue W 183rd Avenue W & Sunsent Blvd.,"27.834886, -82.835514"
Pinellas,Redington Shores,183rd Terrace W,183rd Terrace W & Gulf Blvd.,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL142,Full Access,Redington Shores Pinellas County,Redington Shores Pinellas County 183rd Terrace W 183rd Terrace W & Gulf Blvd.,"27.835852, -82.836326"
Pinellas,Indian Shores,186th Avenue,186th Avenue & Gulf Blvd.,Yes,No,0.0,No,0.0,Yes,4,Yes,1.0,No,No,No,No,Yes,FL141,Full Access,Indian Shores Pinellas County,Indian Shores Pinellas County 186th Avenue 186th Avenue & Gulf Blvd.,"27.839228, -82.838443"
Pinellas,Redington Shores,Redington Long Pier,17490 Gulf Blvd. adjacent N to Dubai Fishing Pier,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL154,Full Access,Redington Shores Pinellas County,Redington Shores Pinellas County Redington Long Pier 17490 Gulf Blvd. adjacent N to Dubai Fishing Pier,"27.823848, -82.828421"
Pinellas,Redington Shores,176th Avenue W,176th Avenue  W & Lee Avenue,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,Yes,Yes,FL153,Full Access,Redington Shores Pinellas County,Redington Shores Pinellas County 176th Avenue W 176th Avenue  W & Lee Avenue,"27.825156, -82.829926"
Pinellas,Redington Shores,176th Terrace W,176th Terrace W & Lee Avenue,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL152,Full Access,Redington Shores Pinellas County,Redington Shores Pinellas County 176th Terrace W 176th Terrace W & Lee Avenue,"27.825514, -82.830144"
Franklin,Dog Island,Dog Island Beach Access #4,Dog Island - 8 miles offshore south of Carrabelle on     the south side of Gulf Shore Drive,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL625,Full Access,Dog Island Franklin County,Dog Island Franklin County Dog Island Beach Access #4 Dog Island - 8 miles offshore south of Carrabelle on     the south side of Gulf Shore Drive,"29.790997, -84.620765"
Escambia,"Pensacola Beach, Casino Beach",Ariola Pedestrian Walkway 13,between Avenida 19 and 20 Streets on Ariola Dr.,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL693,Full Access,"Pensacola Beach, Casino Beach Escambia County","Pensacola Beach, Casino Beach Escambia County Ariola Pedestrian Walkway 13 between Avenida 19 and 20 Streets on Ariola Dr.","30.33753242, -87.10756872"
Escambia,"Pensacola Beach, Casino Beach",Avenida 16 Street End,Avenida 16 & Ariola Dr.,No,No,0.0,No,0.0,Yes,2,Yes,2.0,No,No,No,No,Yes,FL680,Full Access,"Pensacola Beach, Casino Beach Escambia County","Pensacola Beach, Casino Beach Escambia County Avenida 16 Street End Avenida 16 & Ariola Dr.","30.335633, -87.117826"
Escambia,"Pensacola Beach, Casino Beach",Ariola Pedestrian Walkway 9,between Avenida 15 and 16 Streets on Ariola Dr.,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL681,Full Access,"Pensacola Beach, Casino Beach Escambia County","Pensacola Beach, Casino Beach Escambia County Ariola Pedestrian Walkway 9 between Avenida 15 and 16 Streets on Ariola Dr.","30.33538172, -87.11933285"
Escambia,"Pensacola Beach, Casino Beach",Avenida 14 Street End,Avenida 14 & Ariola Dr.,No,No,0.0,No,0.0,Yes,2,Yes,2.0,No,No,No,No,Yes,FL683,Full Access,"Pensacola Beach, Casino Beach Escambia County","Pensacola Beach, Casino Beach Escambia County Avenida 14 Street End Avenida 14 & Ariola Dr.","30.335025, -87.121598"
Escambia,"Pensacola Beach, Casino Beach",Ariola Drive Pedestrian Walkway 8,"Avenida 13 Street, SE tangent off of Ariola Drive",No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL684,Full Access,"Pensacola Beach, Casino Beach Escambia County","Pensacola Beach, Casino Beach Escambia County Ariola Drive Pedestrian Walkway 8 Avenida 13 Street, SE tangent off of Ariola Drive","30.33484899, -87.12318501"
Escambia,"Perdido Key State Park, Pensacola",Perido Key State Park central (east) - SR292,"150'east of La Fitte Reef Rd on Perdido Key Drive
",No,Yes,3.0,No,3.0,No,0,No,0.0,No,No,No,Yes,Yes,FL651,Full Access,"Perdido Key State Park, Pensacola Escambia County","Perdido Key State Park, Pensacola Escambia County Perido Key State Park central (east) - SR292 150'east of La Fitte Reef Rd on Perdido Key Drive
","30.291054, -87.469344"
Escambia,"Perdido Key State Park, Pensacola",Perido Key State Park central (west) - SR292,Sharp Reef Rd. & Perdido Key Dr.,No,Yes,3.0,No,3.0,No,0,No,0.0,No,No,No,Yes,Yes,FL650,Full Access,"Perdido Key State Park, Pensacola Escambia County","Perdido Key State Park, Pensacola Escambia County Perido Key State Park central (west) - SR292 Sharp Reef Rd. & Perdido Key Dr.","30.290112, -87.473728"
Escambia,"Perdido Key State Park, Pensacola",Perido Key State Park west - SR292,"0.30 miles west of Sharp Reed Rd. on Perdido Key Drive; about 2.5 miles east of Alabama line
",Yes,Yes,3.0,Yes,3.0,Yes,48,Yes,3.0,No,Yes,Yes,Yes,Yes,FL649,Full Access With Parking,"Perdido Key State Park, Pensacola Escambia County","Perdido Key State Park, Pensacola Escambia County Perido Key State Park west - SR292 0.30 miles west of Sharp Reed Rd. on Perdido Key Drive; about 2.5 miles east of Alabama line
","30.289235, -87.477768"
Escambia,"Gulf Islands National Seashore, West Santa Rosa Island, Ft. Pickens","Gulf Islands National Seashore, Ft. Pickens",West 7 miles of West Santa Rosa Island,No,Yes,8.0,No,8.0,Yes,70,No,0.0,No,Yes,No,Yes,Yes,FL659,Full Access With Parking,"Gulf Islands National Seashore, West Santa Rosa Island, Ft. Pickens Escambia County","Gulf Islands National Seashore, West Santa Rosa Island, Ft. Pickens Escambia County Gulf Islands National Seashore, Ft. Pickens West 7 miles of West Santa Rosa Island","30.31740208, -87.26163605"
Escambia,Pensacola Beach,"Gulf Islands National Seashore, West Santa Rosa Island",Eastern parking area about 2 miles west of Hwy 399 bridge,No,Yes,8.0,No,8.0,Yes,210,Yes,2.0,No,Yes,No,Yes,Yes,FL660,Full Access With Parking,Pensacola Beach Escambia County,"Pensacola Beach Escambia County Gulf Islands National Seashore, West Santa Rosa Island Eastern parking area about 2 miles west of Hwy 399 bridge","30.32580042, -87.17966164"
Escambia,"Pensacola Beach, Casino Beach",Ariola Drive Access,between Avenida 11 and 12 Streets,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL670,Full Access,"Pensacola Beach, Casino Beach Escambia County","Pensacola Beach, Casino Beach Escambia County Ariola Drive Access between Avenida 11 and 12 Streets","30.334313, -87.127116"
Escambia,"Pensacola Beach, Casino Beach",Ariola Drive Pedestrian Walkway 4,between Avienda 10 and 11 Streets on Ariola Dr.,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL671,Full Access,"Pensacola Beach, Casino Beach Escambia County","Pensacola Beach, Casino Beach Escambia County Ariola Drive Pedestrian Walkway 4 between Avienda 10 and 11 Streets on Ariola Dr.","30.33363207, -87.12955225"
Escambia,"Pensacola Beach, Casino Beach",Ariola Drive Pedestrian Walkway 3,between Avienda 10 and 11 Streets on Ariola Dr.,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL672,Full Access,"Pensacola Beach, Casino Beach Escambia County","Pensacola Beach, Casino Beach Escambia County Ariola Drive Pedestrian Walkway 3 between Avienda 10 and 11 Streets on Ariola Dr.","30.33373523, -87.12902312"
Bay,Panama City Beach,Gardenia Street,Gardenia Street & Oleander Drive,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL858,Full Access,Panama City Beach Bay County,Panama City Beach Bay County Gardenia Street Gardenia Street & Oleander Drive,"30.19536668, -85.83966822"
Bay,Panama City Beach,Clara Ave,east of Clara Avenue; on Front Beach Road,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL857,Full Access,Panama City Beach Bay County,Panama City Beach Bay County Clara Ave east of Clara Avenue; on Front Beach Road,"30.193674, -85.836751"
Bay,Panama City Beach,east of Camelia,between Camelia & Dogwood Street; on Oleander Drive,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL854,Full Access,Panama City Beach Bay County,Panama City Beach Bay County east of Camelia between Camelia & Dogwood Street; on Oleander Drive,"30.196752, -85.842265"
Bay,Panama City Beach,Casa Loma,east of Casa Loma Hotel; South of Oleander Drive,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL852,Full Access,Panama City Beach Bay County,Panama City Beach Bay County Casa Loma east of Casa Loma Hotel; South of Oleander Drive,"30.198282, -85.845492"
Bay,Panama City Beach,Azelea Street,Azelea Street & Oleander Drive,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL851,Full Access,Panama City Beach Bay County,Panama City Beach Bay County Azelea Street Azelea Street & Oleander Drive,"30.198039, -85.844602"
Escambia,Santa Rosa Island,Santa Rosa Island Beach Authorty East,"south of Hwy 399 on Via de Luna Drive, 350 feet east of Portofino Drive",Yes,No,0.0,No,0.0,Yes,35,Yes,2.0,Yes,Yes,Yes,Yes,Yes,FL700,Full Access With Parking,Santa Rosa Island Escambia County,"Santa Rosa Island Escambia County Santa Rosa Island Beach Authorty East south of Hwy 399 on Via de Luna Drive, 350 feet east of Portofino Drive","30.34643467, -87.06154868"
Escambia,"Pensacola Beach, Casino Beach",Avenida 23 Street End,Avenida 23 & Ariola Dr.,No,No,0.0,No,0.0,Yes,2,Yes,2.0,No,No,No,No,Yes,FL699,Full Access,"Pensacola Beach, Casino Beach Escambia County","Pensacola Beach, Casino Beach Escambia County Avenida 23 Street End Avenida 23 & Ariola Dr.","30.339404, -87.097998"
Escambia,"Pensacola Beach, Casino Beach",Ariola Pedestrian Walkway 11,between Avenida 17 and 18 Streets on Ariola Dr.,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL697,Full Access,"Pensacola Beach, Casino Beach Escambia County","Pensacola Beach, Casino Beach Escambia County Ariola Pedestrian Walkway 11 between Avenida 17 and 18 Streets on Ariola Dr.","30.33641123, -87.11334998"
Escambia,"Pensacola Beach, Casino Beach",Ariola Pedestrian Walkway 12,between Avenida 18 and 19 Streets on Ariola Dr.,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL695,Full Access,"Pensacola Beach, Casino Beach Escambia County","Pensacola Beach, Casino Beach Escambia County Ariola Pedestrian Walkway 12 between Avenida 18 and 19 Streets on Ariola Dr.","30.33701021, -87.11026447"
Escambia,"Pensacola Beach, Casino Beach",Ariola Pedestrian Walkway 14,between Avenida 20 and 21 Streets on Ariola Dr.,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL691,Full Access,"Pensacola Beach, Casino Beach Escambia County","Pensacola Beach, Casino Beach Escambia County Ariola Pedestrian Walkway 14 between Avenida 20 and 21 Streets on Ariola Dr.","30.33807944, -87.10480572"
Escambia,"Pensacola Beach, Casino Beach",Ariola Pedestrian Walkway 15,between Avenida 21 and 22 Streets on Ariola Dr.,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL689,Full Access,"Pensacola Beach, Casino Beach Escambia County","Pensacola Beach, Casino Beach Escambia County Ariola Pedestrian Walkway 15 between Avenida 21 and 22 Streets on Ariola Dr.","30.33860574, -87.10209486"
Walton,Santa Rosa Beach,west end south of San Roy Road,"west end south of San Roy Road, south of CR 30A",No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL36,Limited Access,Santa Rosa Beach Walton County,"Santa Rosa Beach Walton County west end south of San Roy Road west end south of San Roy Road, south of CR 30A","30.306474, -86.095344"
Walton,Deer Lake Beach,Sugar Dune (south end of Beachside Drive),"11 Beachside Drive; south end of Beachside Drive, south of CR 30A",Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL35,Limited Access,Deer Lake Beach Walton County,"Deer Lake Beach Walton County Sugar Dune (south end of Beachside Drive) 11 Beachside Drive; south end of Beachside Drive, south of CR 30A","30.305267, -86.092394"
Walton,Deer Lake Beach,Deer Lake State Park,0.25 miles east of Deer Lake Bridge on CR 30A south; 6721 East County Road 30A,Yes,Yes,3.0,No,3.0,Yes,9,Yes,1.0,No,Yes,No,Yes,Yes,FL33,Full Access,Deer Lake Beach Walton County,Deer Lake Beach Walton County Deer Lake State Park 0.25 miles east of Deer Lake Bridge on CR 30A south; 6721 East County Road 30A,"30.305723, -86.074763"
Escambia,Pensacola Beach,"Santa Rosa Island Authority, Quietwater Beach","Pensacola Beach Boulevard, 0.7 miles from end of Hwy 399 bridge over Santa Rosa Sound (Bay side)",Yes,No,0.0,No,0.0,Yes,72,Yes,3.0,No,Yes,Yes,Yes,Yes,FL665,Full Access With Parking,Pensacola Beach Escambia County,"Pensacola Beach Escambia County Santa Rosa Island Authority, Quietwater Beach Pensacola Beach Boulevard, 0.7 miles from end of Hwy 399 bridge over Santa Rosa Sound (Bay side)","30.336075, -87.143806"
Escambia,Pensacola Beach,Santa Rosa Island Authority (west),between west of Le Port Dr and Le Starboard Drive; on Fort Pickens Road,No,No,0.0,No,0.0,Yes,3,No,0.0,No,No,No,No,Yes,FL666,Full Access,Pensacola Beach Escambia County,Pensacola Beach Escambia County Santa Rosa Island Authority (west) between west of Le Port Dr and Le Starboard Drive; on Fort Pickens Road,"30.32745125, -87.16619957"
Escambia,Big Lagoon State Park,Big Lagoon State Park,12301 Gulf Beach Highway,Yes,Yes,6.0,No,6.0,Yes,50,No,0.0,No,Yes,Yes,No,Yes,FL653,Full Access With Parking,Big Lagoon State Park Escambia County,Big Lagoon State Park Escambia County Big Lagoon State Park 12301 Gulf Beach Highway,"30.31173941, -87.42191179"
Pinellas,Clearwater Beach,Baymont Street,Baymont Street & Mandalay Ave,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,Yes,Yes,FL172,Full Access,Clearwater Beach Pinellas County,Clearwater Beach Pinellas County Baymont Street Baymont Street & Mandalay Ave,"27.982183, -82.827241"
Pinellas,St. Pete Beach,St. Pete Beach County Park,46th Ave. & Gulf Blvd.,Yes,No,0.0,Yes,0.0,Yes,239,Yes,8.0,No,Yes,Yes,Yes,Yes,FL221,Full Access With Parking,St. Pete Beach Pinellas County,St. Pete Beach Pinellas County St. Pete Beach County Park 46th Ave. & Gulf Blvd.,"27.721449, -82.740564"
Pinellas,St. Pete Beach,52nd Avenue,52nd Avenue & Gulf Blvd.,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,Yes,Yes,FL223,Full Access,St. Pete Beach Pinellas County,St. Pete Beach Pinellas County 52nd Avenue 52nd Avenue & Gulf Blvd.,"27.725846, -82.742042"
Pinellas,St. Pete Beach,44th Ave.,44th Ave & Gulf Blvd.,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL186,Full Access,St. Pete Beach Pinellas County,St. Pete Beach Pinellas County 44th Ave. 44th Ave & Gulf Blvd.,"27.718782, -82.739489"
Pinellas,St. Pete Beach,31st Avenue,"31st Avenue, West of Gulf Blvd.",Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL187,Full Access,St. Pete Beach Pinellas County,"St. Pete Beach Pinellas County 31st Avenue 31st Avenue, West of Gulf Blvd.","27.70547604, -82.7374259"
Manatee,Holmes Beach,44th St.,44th St. & 2nd Ave.,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL424,Full Access,Holmes Beach Manatee County,Holmes Beach Manatee County 44th St. 44th St. & 2nd Ave.,"27.499781, -82.713446"
Bay,Mexico Beach,42nd Street,south end of 42nd Street; south of US 98,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL878,Full Access,Mexico Beach Bay County,Mexico Beach Bay County 42nd Street south end of 42nd Street; south of US 98,"29.950914, -85.427944"
Bay,Panama City Beach,Surf Lane,Surf Lane & Beach Boulevard,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL828,Full Access,Panama City Beach Bay County,Panama City Beach Bay County Surf Lane Surf Lane & Beach Boulevard,"30.174044, -85.802452"
Bay,Panama City Beach,Perch Lane,Perch Lane & Beach Boulevard,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL829,Full Access,Panama City Beach Bay County,Panama City Beach Bay County Perch Lane Perch Lane & Beach Boulevard,"30.17395717, -85.8022878"
